filename,dec_inputs,dec_outputs
Data52_7_Raw_0_0,S set the air conditioner to sweep left and right,set the air conditioner to sweep left and right E
Data52_8_Raw_0_0,S set the air conditioner to sweep left and right,set the air conditioner to sweep left and right E
Data52_9_Raw_0_0,S set the air conditioner to sweep left and right,set the air conditioner to sweep left and right E
Data52_10_Raw_0_0,S set the air conditioner to sweep left and right,set the air conditioner to sweep left and right E
Data53_1_Raw_0_0,S turn on the light,turn on the light E
Data53_2_Raw_0_0,S turn on the light,turn on the light E
Data53_3_Raw_0_0,S turn on the light,turn on the light E
Data53_4_Raw_0_0,S turn on the light,turn on the light E
Data53_5_Raw_0_0,S turn on the light,turn on the light E
Data53_6_Raw_0_0,S turn on the light,turn on the light E
Data53_7_Raw_0_0,S turn on the light,turn on the light E
Data53_8_Raw_0_0,S turn on the light,turn on the light E
Data53_9_Raw_0_0,S turn on the light,turn on the light E
Data53_10_Raw_0_0,S turn on the light,turn on the light E
Data54_1_Raw_0_0,S turn off the light,turn off the light E
Data54_2_Raw_0_0,S turn off the light,turn off the light E
Data54_3_Raw_0_0,S turn off the light,turn off the light E
Data54_4_Raw_0_0,S turn off the light,turn off the light E
Data54_5_Raw_0_0,S turn off the light,turn off the light E
Data54_6_Raw_0_0,S turn off the light,turn off the light E
Data54_7_Raw_0_0,S turn off the light,turn off the light E
Data54_8_Raw_0_0,S turn off the light,turn off the light E
Data54_9_Raw_0_0,S turn off the light,turn off the light E
Data54_10_Raw_0_0,S turn off the light,turn off the light E
Data55_1_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_2_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_3_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_4_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_5_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_6_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_7_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_8_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_9_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data55_10_Raw_0_0,S set the light brightness to fifty,set the light brightness to fifty E
Data56_1_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_2_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_3_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_4_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_5_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_6_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_7_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_8_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_9_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data56_10_Raw_0_0,S set the light to the brightest,set the light to the brightest E
Data57_1_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_2_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_3_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_4_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_5_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_6_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_7_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_8_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_9_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data57_10_Raw_0_0,S start sweeping the floor,start sweeping the floor E
Data58_1_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_2_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_3_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_4_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_5_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_6_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_7_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_8_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_9_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data58_10_Raw_0_0,S stop sweeping the floor,stop sweeping the floor E
Data59_1_Raw_0_0,S go back and recharge,go back and recharge E
Data59_2_Raw_0_0,S go back and recharge,go back and recharge E
Data59_3_Raw_0_0,S go back and recharge,go back and recharge E
Data59_4_Raw_0_0,S go back and recharge,go back and recharge E
Data59_5_Raw_0_0,S go back and recharge,go back and recharge E
Data59_6_Raw_0_0,S go back and recharge,go back and recharge E
Data59_7_Raw_0_0,S go back and recharge,go back and recharge E
Data59_8_Raw_0_0,S go back and recharge,go back and recharge E
Data59_9_Raw_0_0,S go back and recharge,go back and recharge E
Data59_10_Raw_0_0,S go back and recharge,go back and recharge E
Data60_1_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_2_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_3_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_4_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_5_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_6_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_7_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_8_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_9_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data60_10_Raw_0_0,S what is the remaining power of the sweeping robot,what is the remaining power of the sweeping robot E
Data61_1_Raw_0_0,S open the socket,open the socket E
Data61_2_Raw_0_0,S open the socket,open the socket E
Data61_3_Raw_0_0,S open the socket,open the socket E
Data61_4_Raw_0_0,S open the socket,open the socket E
Data61_5_Raw_0_0,S open the socket,open the socket E
Data61_6_Raw_0_0,S open the socket,open the socket E
Data61_7_Raw_0_0,S open the socket,open the socket E
Data61_8_Raw_0_0,S open the socket,open the socket E
Data61_9_Raw_0_0,S open the socket,open the socket E
Data61_10_Raw_0_0,S open the socket,open the socket E
Data62_1_Raw_0_0,S close the socket,close the socket E
Data62_2_Raw_0_0,S close the socket,close the socket E
Data62_3_Raw_0_0,S close the socket,close the socket E
Data62_4_Raw_0_0,S close the socket,close the socket E
Data62_5_Raw_0_0,S close the socket,close the socket E
Data62_6_Raw_0_0,S close the socket,close the socket E
Data62_7_Raw_0_0,S close the socket,close the socket E
Data62_8_Raw_0_0,S close the socket,close the socket E
Data62_9_Raw_0_0,S close the socket,close the socket E
Data62_10_Raw_0_0,S close the socket,close the socket E
Data63_1_Raw_0_0,S turn on the fan,turn on the fan E
Data63_2_Raw_0_0,S turn on the fan,turn on the fan E
Data63_3_Raw_0_0,S turn on the fan,turn on the fan E
Data63_4_Raw_0_0,S turn on the fan,turn on the fan E
Data63_5_Raw_0_0,S turn on the fan,turn on the fan E
Data63_6_Raw_0_0,S turn on the fan,turn on the fan E
Data63_7_Raw_0_0,S turn on the fan,turn on the fan E
Data63_8_Raw_0_0,S turn on the fan,turn on the fan E
Data63_9_Raw_0_0,S turn on the fan,turn on the fan E
Data63_10_Raw_0_0,S turn on the fan,turn on the fan E
Data64_1_Raw_0_0,S turn off the fan,turn off the fan E
Data64_2_Raw_0_0,S turn off the fan,turn off the fan E
Data64_3_Raw_0_0,S turn off the fan,turn off the fan E
Data64_4_Raw_0_0,S turn off the fan,turn off the fan E
Data64_5_Raw_0_0,S turn off the fan,turn off the fan E
Data64_6_Raw_0_0,S turn off the fan,turn off the fan E
Data64_7_Raw_0_0,S turn off the fan,turn off the fan E
Data64_8_Raw_0_0,S turn off the fan,turn off the fan E
Data64_9_Raw_0_0,S turn off the fan,turn off the fan E
Data64_10_Raw_0_0,S turn off the fan,turn off the fan E
Data65_1_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_2_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_3_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_4_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_5_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_6_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_7_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_8_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_9_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data65_10_Raw_0_0,S set the wind speed of the fan to first gear,set the wind speed of the fan to first gear E
Data66_1_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_2_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_3_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_4_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_5_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_6_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_7_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_8_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_9_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data66_10_Raw_0_0,S turn up the wind speed of the fan,turn up the wind speed of the fan E
Data67_1_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_2_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_3_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_4_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_5_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_6_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_7_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_8_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_9_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data67_10_Raw_0_0,S set the wind speed of the fan to the maximum,set the wind speed of the fan to the maximum E
Data68_1_Raw_0_0,S turn on the camera,turn on the camera E
Data68_2_Raw_0_0,S turn on the camera,turn on the camera E
Data68_3_Raw_0_0,S turn on the camera,turn on the camera E
Data68_4_Raw_0_0,S turn on the camera,turn on the camera E
Data68_5_Raw_0_0,S turn on the camera,turn on the camera E
Data68_6_Raw_0_0,S turn on the camera,turn on the camera E
Data68_7_Raw_0_0,S turn on the camera,turn on the camera E
Data68_8_Raw_0_0,S turn on the camera,turn on the camera E
Data68_9_Raw_0_0,S turn on the camera,turn on the camera E
Data68_10_Raw_0_0,S turn on the camera,turn on the camera E
Data69_1_Raw_0_0,S turn off the camera,turn off the camera E
Data69_2_Raw_0_0,S turn off the camera,turn off the camera E
Data69_3_Raw_0_0,S turn off the camera,turn off the camera E
Data69_4_Raw_0_0,S turn off the camera,turn off the camera E
Data69_5_Raw_0_0,S turn off the camera,turn off the camera E
Data69_6_Raw_0_0,S turn off the camera,turn off the camera E
Data69_7_Raw_0_0,S turn off the camera,turn off the camera E
Data69_8_Raw_0_0,S turn off the camera,turn off the camera E
Data69_9_Raw_0_0,S turn off the camera,turn off the camera E
Data69_10_Raw_0_0,S turn off the camera,turn off the camera E
Data70_1_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_2_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_3_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_4_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_5_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_6_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_7_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_8_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_9_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data70_10_Raw_0_0,S turn on the rice cooker,turn on the rice cooker E
Data71_1_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_2_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_3_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_4_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_5_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_6_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_7_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_8_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_9_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data71_10_Raw_0_0,S trun off the rice cooker,trun off the rice cooker E
Data72_1_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_2_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_3_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_4_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_5_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_6_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_7_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_8_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_9_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data72_10_Raw_0_0,S turn on the air purifier,turn on the air purifier E
Data73_1_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_2_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_3_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_4_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_5_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_6_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_7_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_8_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_9_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data73_10_Raw_0_0,S turn off the air purifier,turn off the air purifier E
Data74_1_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_2_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_3_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_4_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_5_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_6_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_7_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_8_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_9_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data74_10_Raw_0_0,S set the air purifier to automatic mode,set the air purifier to automatic mode E
Data75_1_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_2_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_3_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_4_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_5_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_6_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_7_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_8_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_9_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data75_10_Raw_0_0,S set the air purifier to sleep mode,set the air purifier to sleep mode E
Data76_1_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_2_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_3_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_4_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_5_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_6_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_7_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_8_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_9_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data76_10_Raw_0_0,S set the air purifier wind speed to first gear,set the air purifier wind speed to first gear E
Data77_1_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_2_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_3_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_4_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_5_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_6_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_7_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_8_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_9_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
Data77_10_Raw_0_0,S set the air purifier wind speed to medium,set the air purifier wind speed to medium E
